선박청코드항명,연도,월,분기,외내항구분,수출입구분,선종명,시설명,부두구분명,톤코드명,국가,톤코드,국내선박수,국내선박톤수,외국선박수,외국선박톤수,전체선박수,전체선박톤수
신항,2024,10,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,7,67452,7,67452
감천,2024,10,4,내항,입항,석유정제품 운반선,감천항조선소,일반부두,"3,000-5,000톤미만",아국선,5,1,3599,0,0,1,3599
북항,2024,11,4,외항,입항,일반화물선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,8184,1,8184
북항,2024,11,4,내항,입항,석유정제품 운반선,O 박지,일반부두,"500 - 1,000톤미만",아국선,3,2,1545,0,0,2,1545
북항,2024,11,4,외항,입항,일반화물선,안벽,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1509,1,1509
신항,2024,12,4,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,24,2199463,24,2199463
신항,2024,11,4,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,54466,1,54466
감천,2024,11,4,외항,입항,산물선,제일제당부두,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,16567,1,16567
북항,2024,12,4,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,4,110946,0,0,4,110946
북항,2024,11,4,내항,입항,케미칼 운반선,동명 부두,일반부두,"3,000-5,000톤미만",아국선,5,1,4965,0,0,1,4965
감천,2024,12,4,외항,입항,산물선,감천중앙부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,10446,1,10446
북항,2024,10,4,외항,입항,LPG.LNG 운반선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,3,144128,3,144128
신항,2024,10,4,외항,입항,쎄미 컨테이너선,신항다목적부두,컨테이너부두,"5,000-7,000톤미만",아국선,6,9,47871,0,0,9,47871
북항,2024,11,4,외항,입항,일반화물선,7 부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,840,1,840
신항,2024,11,4,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,1,18606,0,0,1,18606
신항,2024,11,4,내항,입항,석유정제품 운반선,신항다목적부두,컨테이너부두,100 -  500톤미만,아국선,2,1,499,0,0,1,499
북항,2024,12,4,외항,입항,풀 컨테이너선,신감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,23,211350,23,211350
신항,2024,12,4,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,10,176058,10,176058
감천,2024,10,4,외항,입항,어선,한보부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1135,1,1135
북항,2024,10,4,외항,입항,일반화물선,감만부두,컨테이너부두,"1,000 - 3,000미만",외국선,4,0,0,2,4037,2,4037
신항,2024,10,4,외항,입항,풀 컨테이너선,신항 U 정박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5403,1,5403
북항,2024,10,4,내항,입항,시멘트 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,2,11992,0,0,2,11992
감천,2024,10,4,내항,입항,기타선,제일제당부두,일반부두,100 -  500톤미만,아국선,2,3,569,0,0,3,569
감천,2024,10,4,내항,입항,석유정제품 운반선,모든부두,일반부두,"500 - 1,000톤미만",아국선,3,3,1827,0,0,3,1827
신항,2024,10,4,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,6,101706,6,101706
북항,2024,10,4,내항,입항,기타선,안벽,일반부두,100톤미만,아국선,1,10,8155,0,0,10,8155
북항,2024,10,4,내항,입항,석유정제품 운반선,신국제여객터미널,일반부두,"500 - 1,000톤미만",아국선,3,1,848,0,0,1,848
신항,2024,10,4,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,1,18559,0,0,1,18559
신항,2024,09,3,내항,입항,석유정제품 운반선,신항6부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,2,3336,0,0,2,3336
북항,2024,10,4,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,4,54384,4,54384
북항,2024,11,4,외항,입항,LPG.LNG 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2999,1,2999
북항,2024,12,4,외항,입항,풀 컨테이너선,E 박지,일반부두,"3,000-5,000톤미만",아국선,5,6,24884,0,0,6,24884
북항,2024,12,4,외항,입항,풀 컨테이너선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,5,20606,0,0,5,20606
북항,2024,11,4,외항,입항,석유정제품 운반선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,29438,1,29438
신항,2024,10,4,내항,입항,기타선,신항3부두,컨테이너부두,100톤미만,아국선,1,6,3641,0,0,6,3641
북항,2024,10,4,내항,입항,산물선,기타,일반부두,"1,000 - 3,000미만",아국선,4,2,4133,0,0,2,4133
북항,2024,09,3,내항,입항,석유정제품 운반선,안벽,일반부두,100 -  500톤미만,아국선,2,1,149,0,0,1,149
북항,2024,10,4,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,14,249513,0,0,14,249513
감천,2024,10,4,내항,입항,시멘트 운반선,기타,일반부두,"3,000-5,000톤미만",아국선,5,4,19017,0,0,4,19017
감천,2024,11,4,내항,입항,석유정제품 운반선,한보부두,일반부두,100 -  500톤미만,아국선,2,1,178,0,0,1,178
감천,2024,10,4,외항,입항,일반화물선,도양물류부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,2,2995,2,2995
북항,2024,10,4,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"100,000톤 이상",외국선,16,0,0,2,228788,2,228788
북항,2024,11,4,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",아국선,5,2,6972,0,0,2,6972
북항,2024,11,4,외항,입항,쎄미 컨테이너선,7 부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,2,25332,2,25332
북항,2024,12,4,외항,입항,풀 컨테이너선,신감만부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,2,54700,2,54700
북항,2024,09,3,외항,입항,기타선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,1,499,1,499
감천,2024,09,3,내항,입항,기타선,한보부두,일반부두,100톤미만,아국선,1,1,24,0,0,1,24
북항,2024,11,4,내항,입항,케미칼 운반선,M 박지,일반부두,"1,000 - 3,000미만",아국선,4,1,2253,0,0,1,2253
북항,2024,10,4,내항,입항,석유정제품 운반선,자성대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,823,0,0,1,823
감천,2024,11,4,외항,입항,석유정제품 운반선,모든부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5144,1,5144
북항,2024,11,4,외항,입항,일반화물선,남외항 박지,일반부두,"10,000-15,000톤미만",아국선,8,1,11481,0,0,1,11481
북항,2024,11,4,외항,입항,석유정제품 운반선,E 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2823,1,2823
북항,2024,10,4,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,6,125509,6,125509
북항,2024,09,3,외항,입항,산물선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,33,1227947,33,1227947
북항,2024,12,4,외항,입항,여객선,신국제여객터미널,일반부두,100 -  500톤미만,아국선,2,70,29330,0,0,70,29330
신항,2024,12,4,내항,입항,기타선,신항7부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1130,0,0,1,1130
감천,2024,12,4,외항,입항,냉동.냉장선,기타,일반부두,100 -  500톤미만,아국선,2,11,5115,0,0,11,5115
북항,2024,12,4,외항,입항,일반화물선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4105,0,0,1,4105
신항,2024,12,4,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,2,82949,0,0,2,82949
감천,2024,12,4,외항,입항,일반화물선,제일제당부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,7,12808,7,12808
북항,2024,12,4,내항,입항,석유정제품 운반선,자성대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,749,0,0,1,749
북항,2024,12,4,내항,입항,기타선,남외항 박지,일반부두,100톤미만,아국선,1,11,15302,0,0,11,15302
감천,2024,10,4,외항,입항,냉동.냉장선,동성실업부두,일반부두,"1,000 - 3,000미만",아국선,4,1,2363,0,0,1,2363
감천,2024,10,4,외항,입항,일반화물선,한보부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1135,0,0,1,1135
북항,2024,12,4,내항,입항,석유정제품 운반선,감만부두,컨테이너부두,100 -  500톤미만,아국선,2,1,378,0,0,1,378
신항,2024,12,4,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,2,149868,0,0,2,149868
감천,2024,12,4,내항,입항,석유정제품 운반선,모든부두,일반부두,"500 - 1,000톤미만",아국선,3,3,1602,0,0,3,1602
북항,2024,12,4,외항,입항,시멘트 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4064,1,4064
북항,2024,12,4,내항,입항,석유정제품 운반선,기타,일반부두,"500 - 1,000톤미만",아국선,3,9,6562,0,0,9,6562
신항,2024,12,4,내항,입항,석유정제품 운반선,신항 U 정박지,일반부두,"500 - 1,000톤미만",아국선,3,9,7496,0,0,9,7496
북항,2024,10,4,내항,입항,일반화물선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2223,1,2223
북항,2024,12,4,외항,입항,어선,남외항 박지,일반부두,"500 - 1,000톤미만",외국선,3,0,0,6,4032,6,4032
북항,2024,12,4,외항,입항,냉동.냉장선,남외항 박지,일반부두,"10,000-15,000톤미만",외국선,8,0,0,2,24786,2,24786
북항,2024,12,4,외항,입항,기타선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1741,1,1741
북항,2024,12,4,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,6,208189,6,208189
북항,2024,10,4,내항,입항,기타선,물량장,일반부두,100톤미만,외국선,1,0,0,1,0,1,0
북항,2024,12,4,외항,입항,일반화물선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,4,146694,4,146694
신항,2024,12,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,3,205321,3,205321
북항,2024,12,4,외항,입항,쎄미 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7705,1,7705
감천,2024,10,4,내항,입항,기타선,한진해운부두,컨테이너부두,100 -  500톤미만,아국선,2,2,9330,0,0,2,9330
북항,2024,10,4,외항,입항,기타선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,9510,1,9510
북항,2024,12,4,외항,입항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,2,1399,2,1399
감천,2024,12,4,내항,입항,기타선,동양해운부두,일반부두,100 -  500톤미만,아국선,2,5,18699,0,0,5,18699
북항,2024,12,4,내항,입항,석유정제품 운반선,동명 부두,일반부두,"5,000-7,000톤미만",아국선,6,7,40497,0,0,7,40497
신항,2024,10,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,2,145231,0,0,2,145231
북항,2024,12,4,외항,입항,일반화물선,남외항 박지,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,14137,1,14137
북항,2024,12,4,외항,입항,일반화물선,7 부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,840,1,840
북항,2024,12,4,외항,입항,케미칼 운반선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,2,58795,2,58795
신항,2024,12,4,외항,입항,풀 컨테이너선,신항5부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,3,132371,3,132371
북항,2024,12,4,외항,입항,일반화물선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,29372,1,29372
감천,2024,12,4,외항,입항,석유정제품 운반선,동양해운부두,일반부두,"5,000-7,000톤미만",아국선,6,1,5372,0,0,1,5372
감천,2024,10,4,외항,입항,석유정제품 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,1,5372,0,0,1,5372
북항,2024,12,4,외항,입항,어선,남외항 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,3,16722,3,16722
신항,2024,12,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"100,000톤 이상",아국선,16,2,285240,0,0,2,285240
북항,2024,10,4,외항,입항,풀 컨테이너선,7 부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,6,30918,6,30918
감천,2024,12,4,외항,입항,냉동.냉장선,동성실업부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7057,1,7057
감천,2024,12,4,외항,입항,일반화물선,제일제당부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,11894,2,11894
북항,2024,11,4,내항,입항,석유정제품 운반선,동명 부두,일반부두,100톤미만,아국선,1,1,68,0,0,1,68
신항,2024,12,4,내항,입항,기타선,신항소형선부두,일반부두,100 -  500톤미만,아국선,2,1,226,0,0,1,226
북항,2024,12,4,내항,입항,일반화물선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,3,5096,0,0,3,5096
북항,2024,10,4,내항,입항,기타선,감만부두,컨테이너부두,100톤미만,아국선,1,1,816,0,0,1,816
북항,2024,10,4,외항,입항,풀 컨테이너선,신감만부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,1,40839,1,40839
북항,2024,11,4,내항,입항,기타선,M 박지,일반부두,100톤미만,아국선,1,1,40,0,0,1,40
감천,2024,12,4,외항,입항,냉동.냉장선,부광조선안벽,일반부두,"5,000-7,000톤미만",아국선,6,1,6557,0,0,1,6557
북항,2024,12,4,내항,입항,산물선,O 박지,일반부두,"1,000 - 3,000미만",아국선,4,3,5079,0,0,3,5079
감천,2024,10,4,외항,입항,일반화물선,제일제당부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5415,1,5415
신항,2024,10,4,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,1,21979,1,21979
북항,2024,10,4,외항,입항,석유정제품 운반선,남외항 박지,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,13517,1,13517
감천,2024,10,4,외항,입항,산물선,한진해운부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,25546,1,25546
북항,2024,11,4,내항,입항,기타선,신감만부두,컨테이너부두,100톤미만,아국선,1,1,40,0,0,1,40
감천,2024,10,4,외항,입항,냉동.냉장선,한진해운부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7392,1,7392
북항,2024,10,4,내항,입항,석유정제품 운반선,동명 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1996,0,0,1,1996
북항,2024,10,4,내항,입항,원유 운반선,기타,일반부두,100톤미만,아국선,1,2,108,0,0,2,108
신항,2024,10,4,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,52228,1,52228
북항,2024,12,4,외항,입항,일반화물선,감만부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,6786,1,6786
북항,2024,12,4,내항,입항,산물선,연합 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,2440,0,0,1,2440
북항,2024,12,4,외항,입항,시멘트 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5997,1,5997
신항,2024,10,4,내항,입항,기타선,신항7부두,컨테이너부두,100 -  500톤미만,아국선,2,1,425,0,0,1,425
신항,2024,12,4,내항,입항,석유정제품 운반선,신항3부두,컨테이너부두,100 -  500톤미만,아국선,2,1,149,0,0,1,149
감천,2024,10,4,외항,입항,풀 컨테이너선,한진해운부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,1,32551,1,32551
신항,2024,11,4,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,1,28927,0,0,1,28927
북항,2024,12,4,내항,입항,일반화물선,5 부두 (양곡부두),일반부두,"1,000 - 3,000미만",아국선,4,1,1128,0,0,1,1128
북항,2024,09,3,외항,입항,산물선,남외항 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,11,254110,11,254110
북항,2024,09,3,외항,입항,일반화물선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,16,134855,16,134855
신항,2024,10,4,외항,입항,일반화물선,신항다목적부두,컨테이너부두,"1,000 - 3,000미만",외국선,4,0,0,1,1492,1,1492
신항,2024,08,3,외항,입항,풀 컨테이너선,신항 W 정박지,일반부두,"50,000-60,000톤미만",외국선,13,0,0,2,118104,2,118104
신항,2024,09,3,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"100,000톤 이상",외국선,16,0,0,23,3236548,23,3236548
북항,2024,09,3,외항,입항,석유정제품 운반선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,5,146647,5,146647
북항,2024,09,3,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,3,167420,3,167420
신항,2024,09,3,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,4,211418,4,211418
북항,2024,09,3,내항,입항,기타선,안벽,일반부두,"1,000 - 3,000미만",아국선,4,1,2656,0,0,1,2656
북항,2024,09,3,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,2,36434,2,36434
감천,2024,09,3,내항,입항,기타선,기타,일반부두,"1,000 - 3,000미만",아국선,4,20,30213,0,0,20,30213
감천,2024,09,3,내항,입항,석유정제품 운반선,한진해운부두,컨테이너부두,100 -  500톤미만,아국선,2,2,876,0,0,2,876
신항,2024,09,3,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"100,000톤 이상",외국선,16,0,0,33,5495355,33,5495355
북항,2024,09,3,외항,입항,산물선,남외항 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,4,71212,4,71212
